Tukityyppi nimi;Elokuvan lajityyppi;Tukihak päätöspvm;Esittelijä nimi;Tuenhakijan nimi;Tukihakemuksen kohde;Tukihakakemuksen päätöseur
Kansainvälinen toiminta;;23.4.2010;Marja Pallassalo;Pastila Oskari;Ohjaajan matkakuluihin St.Paul-Minneapolisin elokuvajuhlille;700
Kansainvälinen toiminta;;23.4.2010;Marja Pallassalo;Penttilä Kaisa;Ohjaajan matkakuluihin Stuttgartin animaatioelokuvafestivaal;270
Kansainvälinen toiminta;;23.4.2010;Marja Pallassalo;Vuorinen Elli;ohjaajan matkakuluihin Animafest-elokuvajuhlille Zagrebiin;220
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Penttilä Kaisa;"MUNARALLI/Penttilä Kaisa;Berlin";400
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Penttilä Kalle;"MUNARALLI;Penttil Kaisa;Berlin";550
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Fiilin Juha;"TOCAR LA GORDA;Fiilin Juha/FIC Móstoles fest. Madrid";200
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Edith Film Oy;"MUNARALLI;Penttilä Kaisa/KV-kopio Berliini-10";500
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Road Movies Oy;Mohanmed el Aboudi VASEN VARTALOON;1 450
Kansainvälinen toiminta;;17.3.2010;Jaana Puskala;Silva Mysterium Oy;"THOMAS;Soini Miika/KV-kopio";17 990
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Blind Spot Pictures Oy;"TOKIO BABY/ONNELLISET LÄSKIT;Airaksinen Teppo";300
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;For Real Productions FRP Oy;"VIIKKO ENNEN VAPPUA;Ramezan Hamy KV-markkinointi";16 000
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Pohjankonna Oy;"HANASAARI A;Vartiainen Hannes/Vietnam ja Clermont festivaali";3 900
Kansainvälinen toiminta;;17.3.2010;Jaana Puskala;Cantell Saara;"KOHTAAMISIA;Cantell Saara/Göteborgin festivaalimatka";606
Kansainvälinen toiminta;;17.3.2010;Jaana Puskala;Edith Film Oy;"VÄÄRÄT JUURET;Saarela Saara/Berliinin 2010 fest. KV-materiaa";1 080
Kansainvälinen toiminta;;17.3.2010;Jaana Puskala;Juonifilmi Oy;"SKAVABÖLEN POJAT;Bergroth Zaida,KV-kopio ja matkakulut";10 470
Kansainvälinen toiminta;;17.3.2010;Jaana Puskala;Illume Oy;"SUKUNSA VIIMEINEN;Lehmuskallio Markku,Lapsui Anastasia/KV ko";12 480
Kansainvälinen toiminta;;17.3.2010;Jaana Puskala;Rautio Ilkka;"BERLINARE TALENT CAMPUS;Rautio Ilkka";200
Kansainvälinen toiminta;;17.3.2010;Marja Pallassalo;Pardo Alvaro;"OSCAR MENEE MEKSIKOON;Pardo Alvaro/Kuuba Santiago Alvarez fe";1 000
Kansainvälinen toiminta;;16.3.2010;Marja Pallassalo;Juonifilmi Oy;"KUKKULAN KUNINGAS;Haapasalo Alli/Whitoutbox festivaali Los A";400
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Pedregal Alejandro;"UNITED WE STAND;Pedregal Alejandro/La Muestra Nuevos Realiza";970
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Illume Oy;"KIVILAITUMET;Coleman Donagh/Katmandu Intl.Mountain Film Fest";740
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Kuparinen Mikko;"TOTUUS VAI TEHTÄVÄ;Kuparinen Mikko/Singaporen Nextreel fest";870
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Edith Film Oy;"MUNARALLI;Penttilä Kaisa/KV-materiaali ja matkakulut";9 760
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Lahtinen Sanni;"TOLLO MUERTE;Lahtinen Sanna/Premiers Plans festivaalimatka";180
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Ottelin Liina Jasmiini;BENIGNI,Premiers Plans festiv.;190
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Partanen Pinja;BENIGNI/Premiers Plans festivaali Ranskassa;300
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Salli Sakari;"MUNARALLI;Penttilä Kaisa/Berliini film festival matkakulut";590
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Vuorinen Elli;BENIGNI/Premiers Plans festivaali Ranskassa;280
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Karttunen Atte;"ÄLÄ KUISKAA YSTÄVÄN SUUHUN;Hauru Hanna-Leena/Berlinare";200
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Animaker Oy;"NIKO,LENTÄJÄN POIKA;";2 950
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;First Floor Productions Oy;"EPÄILYKSEN VARJOSSA;Lehto Pekka/KV-kopio";5 000
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Klaffi Tuotannot Oy;"FREETIME MACHOS;Ronkainen Mika/KV-kopio";1 290
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Mouka Filmi Oy;"KANSAKUNNAN OLOHUONE;Kärkkäinen Jukka/Shefield Doc Fest";5 500
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Oktober Oy;"MIESTEN VUORO;Hotakainen Mika/Kv digi- ja filmikopio";6 200
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Ronkainen Mika;"FREETIME MACHOS;Ronkainen Mika";960
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Edith Film Oy;"VÄÄRÄT JUURET;Saarela Saara/KV-materiaali";1 800
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Petfilms Oy;"KOLMISTAAN; Tiburon festivaali USA:ssa Lindholm Peter matka";1 000
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Petfilms Oy;"KOLMISTAAN;Lindholm Peter/KV_kopio";200
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Pystymetsä Oy;"KOHTAAMISIA;Cantell Saara/KV-kopio";6 552
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Solar Films Inc. Oy;SISKO TAHTOISIN JÄÄDÄ/PYYKKÖ MARJA/KV-DVD, esitteet,Nordic F;5 000
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Kinotar Oy (vanha);"POSTIA PAPPI JAAKOBILLE;Härö Klaus/Oscar ja Golden Globe kam";28 900
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Pätilä Markku;SUNDANCE FILM FESTIVAL/matkakulut;1 600
Kansainvälinen toiminta;;9.2.2010;Jaana Puskala;Tervo Pauliina;BERLINARE TALENT HOUSE;200
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Hakalax Productions Oy;"KINBAKU;Hokkanen Jouni/KV-kopio";1 200
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Kaipainen Jyrki;Havannan animaatioelokuvanäytökset;3 520
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Leppälä Markus;"ÄLÄ KUISKAA YSTÄVÄN SUUHUN/Hauru Hanna-Leena;Berliini leikka";470
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Soundsgood Productions Oy;"SYDÄMEEN KÄTKETTY;Takala Päivi/ulkomaisen arkistomateriaalin";1 870
Kansainvälinen toiminta;;9.2.2010;Marja Pallassalo;Vähäkylä Liisa;Mifa-market/Annecy animaatiofestivaali 9-11.6.2010;10 000
Kansainvälinen toiminta;;15.12.2009;Marja Pallassalo;Klaffi Tuotannot Oy;"FREETIME MACHOS;/IDFA";25 900
Kansainvälinen toiminta;;15.12.2009;Marja Pallassalo;Oy Millennium Film Ltd;"ITO/Setti KATASTROFIN AINEKSIA;Webster John";30 890
Kansainvälinen toiminta;;14.12.2009;Marja Pallassalo;Animaatioklinikka;ANIMATEKA-FESTIVAALI matkakulu 11 hengelle;6 026
Kansainvälinen toiminta;;14.12.2009;Jaana Puskala;Karukoski Dome;"KIELLETTY HEDELMÄ;Karukoski Thomas/matkakulut Romanian Cluj-";481
Kansainvälinen toiminta;;14.12.2009;Jaana Puskala;Karukoski Dome;"TUMMIEN PERHOSTEN KOTI;Karukoski Thomas/Luxemburgin suomalai";396
Kansainvälinen toiminta;;14.12.2009;Jaana Puskala;Knihtilä Elina;"Haarautuvan rakkauden talo/Kaurismäki Mika;Washingtonin matk";786
Kansainvälinen toiminta;;14.12.2009;Jaana Puskala;Louhimies Aku;"KÄSKY;Louhimies Aku/Romanian festiv.kesäk-09 ohjaajan ja näy";1 144
Kansainvälinen toiminta;;14.12.2009;Jaana Puskala;Vikman Kirsi;"Äideistä parhain;Härö Klaus/Luxemburgin suomalaisen elokuvav";379
Kansainvälinen toiminta;;14.12.2009;Jaana Puskala;Annila Antti-Jussi;"SAUNA;Annila A-J/Sydneyn pohjoismaisen elokuvafestiv.matkaku";1 942
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Cantell Saara;"KOHTAAMISIA;Cantell Saara /Tallinna Black Nights Festival,ma";120
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Dionysos Films Oy;"TOINEN JALKA HAUDASTA;Vuoksenmaa Johanna/Kv-kopio";3 575
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Helsinki-filmi Oy;"KÄSKY;Louhimies Aku ja KIELLETTY HEDELMÄ;Karukoski Dome/KV-k";3 490
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Jörn Donner Productions Oy;"KUULUSTELU;Donner Jörn/KV-kopio";7 720
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Karukoski Dome;"KIELLETTY HEDELMÄ ja TUMMIEN PERHOSTEN KOTI;Karukoski Dome/f";1 764
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Kinotar Oy (vanha);"POSTIA PAPPI JAAKOBILLE;Härö Klaus/Oscar ja Golden Globe kil";5 112
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Marianna Films Oy;"HAARAUTUVAN RAKKAUDEN TALO;Kaurismäki Mika/Kv-kopio ja mater";14 400
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Marianna Films Oy;"KOLME VIISASTA MIESTÄ;Kaurismäki Mika/KV-kopiot Toronton fes";4 400
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Edith Film Oy;"VÄÄRÄT JUURET,Saarela Saara ja VAIHDOKAS;Jääskeläinen Leena/";2 375
Kansainvälinen toiminta;;9.12.2009;Jaana Puskala;Fisher King Production Oy;Varsovan EastWest festivaalimatka tuottaja Halonen Matti;415
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Edith Film Oy;"VAIHDOKAS;Jääskeläinen Leena/KV-kopio";550
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Härmä Iiris;"ELÄÄ JA PALAA;Härmä Iiris/Astra film festival Romaniassa";420
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Koskela Art & Media House Ky;"STILL NOT THERE;KV -dvd:t";2 500
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Kärkkäinen Jukka;"KANSAKUNNAN OLOHUONE;Kärkkäinen Jukka/Magnificient seven-fes";850
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Lehtinen PV;Sport&Media urheiluelokuvien festivaali Ljubljanassa;420
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Nybondas Milla;"FAMILJELAMPAN;Nybondas MilPontino Short FIlm festival,Italia";400
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Passi J-P;"KANSAKUNNAN OLOHUONE;Kärkkäinen Jukka/Magnificent Seven fest";550
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Pohjankonna Oy;"HANASAARI A;Vartiainen Hannes/matka- ja kopiointikuluja";6 700
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Riionheimo Tomi;"TANGO FINLANDIA;";470
Kansainvälinen toiminta;;9.12.2009;Marja Pallassalo;Sputnik Oy;"JEANNE D´ARC;Timonen Lauri/KV-Kopio";1 170
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Jartti Tero;HIT THE ROAD (ohj: Tero Jartti) ohjaajan matkakuluihin Kenia;990
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;First Floor Productions Oy;"VAKOOJA-EPÄILYKSEN VARJOSSA;Lehto Pekka/Amsteradam IDFA For";1 500
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Grotenfelt Georg;"RAKENTAJAT;Grotenfelt Georg/KV_kopiot";1 000
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Honkasalo Pirjo;SEITTI (ohj: Pirjo Honkasalo) ohjaajan matkakuluihin Leipzig;400
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Luostarinen Kiti;"PALNAN TYTTÄRET;Luostarinen Kiti/Astra film fest;Romania";1 600
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Elokuvayhtiö Oy Aamu Ab;"KAUPUNKILAISIA;Kuosmanen Juho/Sao Paolo ja Cannes";1 700
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Bronson Club Finland OyEI TÄMÄ NRO!!;"SAUNA;Annila A-J /KV-kopio";4 000
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Kinotar Oy (vanha);"POSTIA PAPPI JAAKOBILLE;Härö Klaus/KV-materiaalit";14 000
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Sputnik Oy;TULITIKKUTEHTAAN TYTTÖ,VARJOJA PARATIISISSA,ARIEL/Kaurismäki;6 200
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Vauramo Samuli;"KÄSKY;Louhivuori Aku/Vauramon matka Berliinin ensi-iltaan";158
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Helsinki-filmi Oy;KV-tekstitys useaan Helsinki-filmin tuottamaan elokuvaan;2 800
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Hällfors Marita;"KOHTAAMISIA;Cantell Saara/Lybeckin festivaali";195
Kansainvälinen toiminta;;21.10.2009;Jaana Puskala;Tuotantotalo Talvi Oy;"BOROWSKIN TANGO;Salonen Hannu/Äänimiksaus Lybeckin elokuvapä";1 700
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Filmitakomo Oy;"JA OSCAR MENEE MEKSIKOON;Pardo Alvaro";700
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Grotenfelt Georg;"RAKENTAJAT;Grotenfelt Georg/Pärnun festivaalimatka";400
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Kettunen Päivi;LUMIKKO (ohj: Miia Tervo) kuvaajan matkakuluihin IDFA:an;650
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Kristallisilmä Oy;"RUKOUSHETKI; Ahtila Eija-Liisa/KV-kopio";900
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Nordic Film Pool Oy Ltd;KV-kopioita ja materiaaleja useisiin Oy Nordic Film Poolin t;1 500
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Olsson Iris;"BETWEEN DREAMS;Olsson Iris/Cannes Critics week";420
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Pohjavirta Tatu;"ELUKKA;Pohjavirta Tatu/Madrid festivaalimatka";315
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Seppänen Antti;JÄÄVUOREN VARJOON (ohj: Antti Seppänen) ohjaajan matkakuluih;640
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Tykkä Salla;"VICTORIA/Tykkä Salla;KV-Kopiot";240
Kansainvälinen toiminta;;21.10.2009;Marja Pallassalo;Vänttinen Kimmo;"JÄÄVUOREN VARJOON;Nordox Film Fest.Peking";640
Kansainvälinen toiminta;;1.9.2009;Jaana Puskala;Oy Filmkompaniet Alpha Ab;"MUUMI JA PUNAINEN PYRSTÖTÄHTI;Lindberg Maria/KV-käänökset ja";19 800
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Anima Polaris/Haapala Mikko;"HYVÄ MEININKI;Suominen Nina/Reykjavik Nordisk Panorama";470
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Jääskeläinen Leena;"VAIHDOKAS;Jääskeläinen Leena/Ottawa international animation";670
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Filmitakomo Oy;Ohjaajan matkakuluihin Alcances-festivaaleille Cádiziin;310
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Lyytinen Erkko;PUHDISTUS:Lyytinen Erkko/Rolling film festival/Pristina Koso;480
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Pohjankonna Oy;"HANASAARI A;Vartiainen Hannes";2 120
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Jankeri Ville;"THE LAST WASH;Jankeri Ville/Gambridge festivaalimatka";330
Kansainvälinen toiminta;;1.9.2009;Jaana Puskala;Bronson Club Finland OyEI TÄMÄ NRO!!;"SAUNA;Annila A-J/KV-kopio";2 400
Kansainvälinen toiminta;;1.9.2009;Jaana Puskala;Cinet Oy;"RARE EXPORTS;Helander Jalmari/NoBorders Co-production market";25 000
Kansainvälinen toiminta;;1.9.2009;Jaana Puskala;Fisher King Production Oy;PRODUCER ON THE MOVE CANNES /Halonen Matti;2 300
Kansainvälinen toiminta;;1.9.2009;Jaana Puskala;Haavisto Sami/Blood Ceremony Films;"BLACK BLOODED BRIDES OF SATAN;Haavisto Sami/Portobello film";490
Kansainvälinen toiminta;;1.9.2009;Jaana Puskala;Pastila Oskari;"TÄYNNÄ TARMOA;Pastila Oskari/Motovu film festivaali Kroatia";450
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Giron Filmi Oy;"MAAN MUISTI;Lehmuskallio Markku/engl.kiel.teksitys ja käännö";1 710
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Giron Filmi Oy;MATKA, TAPIOLA/Lapsui,Lehmuskallio Pariisi 27.-30.6.-09;751
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Ilokuva, Naukkarinen&Co;"ETELÄ-INTIAN THALI;Naukkarinen Lasse/International film fest";300
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Jartti Tero;"USEITA ANIMATIOITA;Portboun festivaali Espanjassa";280
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Karrento Johan;FENGSHUI/Punkki Pauliina,Karrento Johan/Nordisk Panorama;410
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Kinotar Oy (vanha);"SYLISTÄ SYLIIN;Juntunen Liisa,Väisänen Marika/Dokumenta Madr";1 170
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Kirjavainen Sakari;"RUUNAUS ja HENNA LEUDD;Huttu-Hiltunen ja Kirjavainen/Monast";1 250
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Mouka Filmi Oy;"KANSAKUNNAN OLOHUONE;Kärkäinen Jukka/Nordisk Panorama,DOK,Le";2 200
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Oy Millennium Film Ltd;"KATASTROFIN AINEKSIA;Webster John/Kopio ja DVD:t";5 600
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Renvall Seppo;"EES TAAS;Revall Seppo/Festival SURPAS Barcelona";1 400
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Sipilä Antti;"LUOTTOMIES;Sipilä Antti/Napoli fest.matka";500
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Sputnik Oy;"JEAN D`ARC ;Timonen Lauri /Kreikan Draman festivaali";400
Kansainvälinen toiminta;;1.9.2009;Marja Pallassalo;Suomen elokuva-ja videotyöntekijäin liit;FINSA Documentary Film Festival/Johannesburg South-Africa;10 000
Kansainvälinen toiminta;;16.6.2009;Marja Pallassalo;Kristallisilmä Oy;"RUKOUSHETKI;Ahtila Eija-Liisa/KV-kopio";25 000
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Alapuranen Samuli;"KOIRAVIDEO JA ROVANIEMI/Alapuranen Samuli;Hampurin lyhytelok";250
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Lindholm Ami;"THE YEAR I CUT MY HAIR;Lindholm Ami/Stuttgart fest.matka";350
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Vilmusenaho Sanna;"IDOLI;Vilmusenaho Sanna/Stuttgartin festivaali";250
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Illume Oy;"HELSINKI,IKUISESTI;von Bagh Peter/35mm kopio";10 000
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Illume Oy;"PUNK-TAUTI,JOKA EI TAPA;Aaltonen Jouko/Singapore fest.";1 100
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Frameworks Production House Oy;"TYTTÖ VARJOISILTA KUJILTA;Enäsuo Johanna/KV-versio";3 000
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Ijäs Jan;"GHOSTS;Ijäs Jan";400
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Illume Oy;"TULE HYVÄ TYTTÖ;Korhonen Anna/KV-DVD:t";1 000
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Ilokuva, Naukkarinen&Co;#NIMI?;400
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;J.W.Documentaries Oy;"KATASTROFIN AINEKSIA;Webster John/DocsBarcelona fest.";750
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Pösö Jani;"KAVERI;Nikki Teemu/Sundance fest.";950
Kansainvälinen toiminta;;3.6.2009;Marja Pallassalo;Taanila Mika;"FYSIKAALINEN RENGAS;Taanila Mika/kopion valmistus";240
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;Helsinki-filmi Oy;KÄSKY ja muita Helsinki-filmin tuottamia elokuvia KV-toimint;2 000
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;Blind Spot Pictures Oy;"SAUNA;Annila AJ/Cannes screenaus";575
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;SF Film Finland Oy;"RAJA 1918; Törhönen Lauri/KV-kopio";4 400
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;SF Film Finland Oy;"8 PÄIVÄÄ ENSI-ILTAAN;Leppä Perttu/KV-kopio";2 290
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;Ikonen Veera;BERLIN TALENT CAMPUS;200
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;Niche Films Oy;"MOTHGIRLS;Pykäläniemi Toni/Berlinare ja Cannes-09";3 500
Kansainvälinen toiminta;;2.6.2009;Jaana Puskala;Smile Entertainment Oy;"ENSISUUKKO a.k.a. KISS, HIS FIRST;Järvi-Laturi";1 500
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Animaation apupyörä ry;"LUONNONLAKI ANIMAATIOSARJA;Pohjavirta Tatu";380
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Laakso Antti;VIIMEINEN ELEFANTTI/Laakso Antti/Stuttgart anim.fest.;240
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Ruscica Jani;"EVOLUUTIOITA;Ruscica Jani/Oberhausen fest.";340
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Lillqvist Katariina;"URALIN PERHONEN;Lillqvist Katariina/San Francisco fest.";850
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Road Movies Oy;"KAINUULAISIA;Korhonen Timo/Digibeta ja sp-betakopiot";1 100
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Filmiteollisuus Fine Oy;"BLACK OUT/J-P Siili;KV-kopiot";1 290
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Järvi-Laturi Ilkka;"TALLINNAN PIMEYS;Järvi-Laturi Ilkka/Kv-dvd kopiot";2 500
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Kinoproduction Oy;"COLORADO AVENUE;Olsson Claes/Tiburonin fest.";1 120
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Blind Spot Pictures Oy;IRON SKY ja PUTOAVIA ENKELEITÄ /dvd-kopiot,esitteet;5 500
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Blind Spot Pictures Oy;"IRON SKY;Vuorensola TImo/trailer,dvd:t ja esitteet";15 000
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Helsinki-filmi Oy;KV-toiminta festivaalit Göteborg,Berliini;9 100
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Rastimo Kaisa;"MYRSKY;Rastimo Kaisa/";1 500
Kansainvälinen toiminta;;22.4.2009;Jaana Puskala;Snapper Films Oy;USEAMPI KV-HANKE ESITTELYMATERIAALIT;6 000
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Foxley Consulting Oy;"KUINKA KARHU MENETTI HÄNTÄNSÄ;Jartti Tero/Zanzibarin fest.";900
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Nassir Mazdak;"HIGH HOPES;NASSIR MAZDAK/Endeavor Talent Agency Los Angeles";740
Kansainvälinen toiminta;;22.4.2009;Marja Pallassalo;Suomi -Väänänen Maarit;"JALKEILLA TAAS;Suomi-Väänänen Maarit/DVD:n valmistus";3 000
Kansainvälinen toiminta;;9.4.2009;Marja Pallassalo;Elokuvaosuuskunta Camera Cagliostro;EIHÄN TÄMÄ MAA MINUN OMANI OLLUT - This land was not my land;1 300
Kansainvälinen toiminta;;23.3.2009;Jaana Puskala;Stormheart Oy Ltd.;"MYRSKY;Rastimo Kaisa /KV-kopion valmistustuen osa 2.";8 755
Kansainvälinen toiminta;;11.3.2009;Marja Pallassalo;Illume Oy;KIVILAITUMET/Coleman Donagh/Festival International Jean Roui;540
Kansainvälinen toiminta;;11.3.2009;Marja Pallassalo;Pohjankonna Oy;"HANASAARI A; Vartiainen Hannes,Veikkolainen Pekka/KV-kopio";6 000
Kansainvälinen toiminta;;11.3.2009;Marja Pallassalo;It´s Alive Productions Oy;"KAVERI;Nikki Teemu Sundance matka";5 700
Kansainvälinen toiminta;;11.3.2009;Marja Pallassalo;Elokuvayhtiö Oy Aamu Ab;"KAUPUNKILAISIA;Kuosmanen Juho/KV-kopiot";9 900
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Animaker Oy;"NIKO-LENTÄJÄN POIKA; Juusonen Kari, Hegner Michael";4 450
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Tuomainen Hannu;"NIKO-LENTÄJÄN POIKA/Juusonen Kari,Michael Hegner;Pariisi erk";580
Kansainvälinen toiminta;;11.3.2009;Marja Pallassalo;Mokul Filmi Oy;"FAMILY MEETING;Kossi Heikki/tuott. Hagnäsin matka Chicagon i";800
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Annila Antti-Jussi;"SAUNA;Annila Antti-Jussi/markkinointimatka/Los Angeles";1 000
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Blind Spot Pictures Oy;"MIEHEN TYÖ; Salmenperä Aleksi/ KV-DVD-kopiot";258
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Helsinki-filmi Oy;"KÄSKY; Louhimies Aku/KV-kopion valmistus";6 500
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Juusonen Kari;"NIKO-LENTÄJÄN POIKA/Juusonen Kari,Hegner Michael;Ranskan ens";509
Kansainvälinen toiminta;;11.3.2009;Jaana Puskala;Kinotar Oy (vanha);"EROTTAMATTOMAT;Maylett Hanna/KV-kopio ja esite";3 990
